,Costo,Ubicacion,No_habitaciones,No_banios,No_estacionamiento,No_metros,Descripcion
213,7500,Sta Cruz Buenavista,3,1.0,2.0,,"ubicado muy cerca de calzada zavaleta, recta a cholula y 25 poniente.

cerca de la escuela de idiomas de vw y centro mayor.

condominio con seguridad las 24 horas, áreas verdes, área de asadores, sala de juegos y estacionamiento para visitas. 

el departamento se encuentra dentro de una torre con acceso controlado, ademas de la seguridad del condominio. 

en primera planta cuenta con 3 recamaras, un baño, y un lugar de estacionamiento. ademas de dos patios  y excedente de terreno.  el departamento es a estrenar, incluye persianas y closets. 

si se permiten mascotas, precio de mantenimiento no incluido,(%550)  contrato por un año."
214,12000,Prados Agua Azul,2,3.0,,90.0,"ref: nex-43844

con elevador, a una calle del circuito juan pablo ii, a 1 minuto de plaza cristal y 10 minutos del centro histórico, a 2 minutos del boulevard 5 de mayo, a 5 minutos del tec de monterrey, y 8 minutos de solesta.

con seguridad las 24horas, acceso controlado, ideal para ejecutivos o personas mayores.

terraza para eventos con vistas espectaculares, parrilla y barra.

-dos habitaciones con baño completo, clóset, pantallas y buros, terraza compartida.
-sala completa
-comedor de 6 sillas
-cocina integral equipada, refrigerador y horno de microondas, estufa y barra.
-área de lavado con lavadora
-baño de visitas
- cochera para dos autos

-incluye persianas

el departamento se encuentra en el primer piso.


neximoinmobiliariadigital"
215,15500,Reserva Territorial Atlixcáyotl,2,2.0,2.0,,"zona premium en la ciudad de puebla

en renta departamento en las ánimas esquina atlixcáyotl y circuito juan pablo ii en quinto piso de edificio. a 2 min. de centro comercial angelópolis, 5 min. de ibero, tec de mty y 10 min. del centro histórico de puebla. todos los espacios con ventanal de piso a techo panorámicos con vista a los volcanes y a la rueda.
*2 recámaras con baño completo c/u, la principal con vestidor y cabecera fija con luz indirecta. sala, comedor, cocina con estufa, horno y campana, medio baño de visitas y cuarto de lavado. estacionamiento techado para 2 autos frente al elevador. 
*excelentes acabados; puertas-pared corredizas; amplio clóset de blancos; baños y cocina con placas de granito y mármol. se renta con persianas de día (ecliseé) y black out de noche en habitaciones; cortinas de día satinadas y cortinas de noche oscuras en sala/comedor. 
*condominio  con seguridad 24 hr. áreas comunes como asador, explanada con área de juegos infantiles, baños para eventos, salas de exterior, gimnasio y lobby-recepción.
*renta mensual $15,500 con mantenimiento incluido."
216,6400,Sta Cruz Buenavista,3,1.0,1.0,,"departamento en renta
zona zavaleta y 25 pte.
$6,400.00

conjunto cerrado con vigilancia 24 hrs.
área verde con asadores.
1er. piso. 
sala / comedor, 
3 recámaras y 1 clóset en recamara principal.
cocina, 
zotehuela 
baño completo,
cajón de estacionamiento.
no mascotas."
217,5600,Residencial Zavaleta,1,1.0,1.0,,"desde $5,600
 
incluye servicios, agua, luz, internet y limpieza de la suite una vez a la semana. 

espacio limpio

área de asador 

estacionamiento techado para un auto.

pregunta por disponibilidad.  

ubicación: 

https://goo.gl/maps/3befq2czyj7bcefqa"
218,7000,Santa Cruz Buenavista Norte,2,2.0,1.0,,"departamento en renta en zavaleta con la recta a cholula.  
cuenta con área de roof garden,  vigilancia las 24 horas,  cámaras de seguridad,  elevador y lobby.
2 recámaras con closets, 2 baños completos, cocina, área de sala comedor y zotehuela. 
ya cuenta con persianas.
en segundo nivel, un lugar de estacionamiento.  
precio de renta $8,700 incluye mantenimiento y agua."
219,12500,Centro,2,2.0,,,"id: rqrdkz departamentos totalmente amueblados centro histórico
av. 4 ote. centro


a 2 calles del zócalo de puebla
dos recamaras,sala,comedor,balcones a la calle,cocina ,cuarto de servicio, zotehuela, 1 baño completos

renta $12,500
incluye, mantenimiento, internet, teléfono, luz. solo el gas es aparte"
220,17500,Reserva Territorial Atlixcáyotl,6,,,,"id: rqtmyz departamentos con vista panorámica, de 2 o 3 habitaciones.

** precios desde $17,500 mmto incluido**
** espacios desde 149 m2**

descripción:
- sala comedor
- cocina integral equipada, desayunador y alacena.
- baño de visitas.
- 2 o 3 recámaras con clóset o vestidor y baño completo cada una.
- área de servicio con lavadero y calentador.

amenidades:
- seguridad
- elevador
- gimnasio
- alberca y terraza
- sun deck
- padel tenis
- jacuzzi
- business center
- características
- salón de usos múltiples

cercanía con:
- restaurantes 
- tiendas"
221,20000,Centro Comercial Angelopolis,2,2.0,,,"id: rp08wk descripción
recámara principal con baño completo y vestidor
recámara secundaria con baño compartido
sala comedor
cocina abierta
cuarto de lavado
terraza cubierta
estacionamiento para 2 autos

amenidades: lobby, alberca y más.."
222,15500,Zona Esmeralda,2,2.0,,,"id: rmbcnb departamento en renta con bonitos acabados en madera de cedro.
magnífica ubicación y bonita vista a la ciudad, cercanía a la av. juárez, tiendas y restaurantes.

descripción:
sala comedor
cocina integral con granito
closet de blancos
zotehuela
recamara principal con closet y baño completo
recamara con closet
estudio con opción a tercera recamara
baño completo
gas natural
agua y luz
2 estacionamientos techados

características
cercano
restaurantes tiendas
exterior
estacionamiento techado terraza
general
elevador 
seguridad 24 horas
gimnasio"
223,13000,Bello Horizonte,3,2.0,,,"id: rkf4p8 perfecta ubicación

amplia sala y comedor
cocina intagral abierta
tres recamaras
dos y medio baños
área de lavado
dos lugares de estacionamiento

vigilancia 24 horas"
224,12500,Centros Comerciales Desarrollo Atlixcayotl,1,1.0,,,"id: rfxw5w suite nueva  piso 9 con vista a la malinche.
excelente ubicación: 
a un minuto de vía atlixcayotl 
plazas comerciales etc...


descripción:
cocina integral
estancia
una recámara
un baño completo
espacio para centro de lavado y refrigerador
closet
estacionamiento techado para un auto

• amenidades

 outdoor
fogateros
asadores
área de mascotas
outdoor gym, box, funcional
jardines

 áreas recreativas
gym
padel court
pista de atletismo
área de yoga y pilates
basketball court

 esparcimiento
carril de nado
kids club
kids playground
cava
cocina gourmet
sports bar
karaoke

 descanso
jardín zen
jacuzzi
spa

 negocios
coworking

renta $12,500 incluye mantenimiento. la suite cuenta con blackout."
225,11000,La Loma,2,2.0,,,"id: rs4ftl amueblado en renta con opción a venta 

cuenta con:
sala
comedor
cocina integral
2 recamaras con closet
1 baño completo cada una
zona de lavado
2 cajones de estacionamiento techado"
226,12000,Estrellas Del Sur,3,1.0,,,"id: ry3tvz departamento en renta en estrellas del sur.
3 habitaciones totalmente amueblado.
amueblado $12,000 sin amueblar $10,800."
227,6000,El Carmen,2,1.0,,,"id: rx0yzs dos habitaciones con closet, 
un baño completo, 
cocina integral y mueble de la tarja, 
sala-comedor. 
persianas en todo el departamento tinaco de 700 lts. 
mantenimiento incluido y servicio de agua. 
gas natural. 
disponibilidad inmediata renta $6,000.00
sin amueblar

sin  estacionamiento"
228,14000,Zona Cementos Atoyac,2,2.0,,,"id: rzt4y1 departamento en renta con excelentes acabados.

*- cuenta con vigilancia -*

- 2 recámaras. la principal tiene vestidor con amplio clóset y baño independiente. 
- 2 baños completos
- área de lavado con espacio para instalación de centro de lavado
- estacionamiento techado para 2 autos

amenidades:
- elevadores
- salón de fiestas
- gimnasio equipado con sala de usos múltiples.
- sauna y regaderas"
229,18000,La Paz,2,2.0,,,"id: rx8hrs se renta bonito departamento amueblado en la paz, se encuentra en primer piso, son dos recámaras, cada una con baño, cuenta con cocina integral, sala, comedor, área de lavado. 
el edificio cuenta con roof garden techado con una increíble vista a los distintos puntos icónicos de la ciudad. cuenta con parrilla y medio baño.
cercano a parques, a 50 metros de av juarez, restaurantes, bares, centros comerciales. en zona de alta plusvalía.

opción a venta: $2,650,000"
230,13900,Santa Cruz Guadalupe,2,1.0,,,"id: r9kxlt 2 habitaciones, la principal con vestidor y baño
sala comedor cocina
medio baño  
cuarto de lavado

2 cajones estacionamiento"
231,8000,Centro,2,1.0,,,"id: rchlzp departamento en el centro histórico de puebla

- construcción: 90 m2
- recámaras: 2
- baños completos: 1
- sala
- comedor
- cocina
- incluye mantenimiento, agua, gas e internet sólo en áreas comunes.
- servicio de lavandería con lavadora, lavadero y tendedero

- precio: $8,000 amueblado y $7,500 sin muebles"
232,10500,Concepción La Cruz,2,2.0,,,"id: rwmcjs totalmente nuevo.

2 recamaras
2 baños completos 
1 medio baño 
2 balcones 
2 cajones estacionamiento 

amenidades: gimnasio 
salón de juegos 
roof garden  
área para niños.
excelente vista"
233,11500,Quetzalli,2,1.0,,,"id: rt7ktq bonito departamento en renta semi-amueblado 
6o piso
2 recámaras 
estacionamiento para 1 auto
sala-comedor
cocina

precio de renta: $11,500.00 con mantenimiento incluido.
*opción a renta sin muebles $9,300"
234,18500,Centro Comercial Angelopolis,2,2.0,,,"id: rsv0kt descripción: 
*sala-comedor
*cocina integral
*terraza
*recámara principal con baño completo
*recámara secundaria
*baño completo
*cuarto de lavado
*1 cajón de estacionamiento
*104 m²

amenidades: 
en planta baja 
alberca 
asoleaderos 
áreas verdes  
salón de fiestas 
cuenta con cafetería 
salón de yoga 
cabina de masajes 
pérgola con asador y terraza con hermosas vistas en el piso 30."
235,10000,Bugambilias,2,2.0,,,"id: rrdrsq departamento semi amueblado en vista a laguna
incluye internet, tv por cable, agua, luz y mantenimiento 
?a solo 5 minutos de c.u. frente a la laguna de san baltazar
95 m2
????
??2 recámaras con closet
??2 baños completos
??cocina integral con barra desayunador
??2 cajones de estacionamiento

seguridad 24 horas
interfon

$10,000 mensuales mantenimiento y servicios incluidos"
236,11500,San José Del Puente,1,1.0,,,"id: rllx0n incluye mantenimiento y agua.
vigilancia
área común verde arbolada
increíble tranquilidad y seguridad
cochera para dos autos
100 metros
1 recámara con cama king size y escritorio
1 baño completo
vestidor
cocina completa equipada con barra
sala con chimenea
comedor
área de lavado con baño de servicio
no mascotas"
237,9000,Concepción Las Lajas,2,2.0,,,"id: rwxmxl sala comedor
cocina
dos recamaras con baño
alacena
cuarto de lavado
un cajón de estacionamiento 

cámara de seguridad 
 
ubicado en segundo piso

a una cuadra del parque del arte 
a 3 minutos de la ibero
atrás del teatro metropolitano"
238,12000,Benito Juárez,3,2.0,1.0,80.0,"es un departamento amueblado  muy bien ubicado muy cerca de el triángulo de las animas cuenta con estacionamiento para un auto dentro del edificio . el departamento se encuentra en planta baja  y tiene sala comedor de buen tamaño con televisión smart tv de 32 pulgadas cocina con cocina integral totalmente equipada con platos , vasos , sartenes , cuenta con frigobar , horno de microondas , patio de servicio , 1.5 baños , tres recamaras con closet , recamara principal con cama matrimonial o las otras dos recamaras con 2 camas individuales cada una . el departamento cuenta con todos los servicios agua , luz , internet de alta velocidad."
239,9500,Reforma Agua Azul,1,1.0,1.0,35.0,"rento loft de diseño ubicado a dos cuadras del centro comercial la noria a 10 minutos de angelopolis y el cis caminando , cuenta con estacionamiento para un auto  dentro del edificio con portón eléctrico 
el loft se encuentra en primer  nivel cuenta con cocina totalmente equipada con estufa eléctrica , horno de microondas , refrigerador con congelador , licuadora , cafetera entre otros utensilios de cocina , cuenta con cama matrimonial con colchones ortopédicos , clóset de buen tamaño , ventanas amplias, baño individual con cancel y luminaria led en el espejo. televisión smart tv conectada vía ethernet de 43 pulgadas , internet con modem individual de alta velocidad 70 megas ,caja fuerte . el costo de la renta ya incluye todos los servicios incluidos en este caso agua , luz , gas , internte 70 megas ,limpieza 2 veces por semana así como cambio de blancos ( sabanas , toallas , cobertor ). contamos con servicio de lavadora y secadora en planta baja las cuales se pueden utilizar en cualquier momento 
edificio  de un año todos los lofts son de diseño la entrada principal cuenta con chapa electronica así como en cada piso ,cuenta con circuito cerrado de camaras , sensores de movimiento para iluminación , roof garden y gym con internet y regadera."
240,6000,Los Pilares,3,1.0,1.0,80.0,"rento departamento en planta alta con excelente iluminación natural y amplios espacios recientemente se le realizo mantemiento en excelentes condiciones cuenta con estacionamiento para un auto. 
buena ubicación se encuentra en col. los pilares a dos cuadras de juan pablo ii, a 2 minutos de walmart, a 3 cuadras de la 24 sur, a 5 minutos de plaza dorada. cuenta con sala-comedor de 30 m2 con persiana, cocina integral con estufa y campana de 12 m2, cuarto de lavado de 8.31 m2 con baño completo y boiler. cuenta con 3 recamaras 
recámara princincipal de 14.81 m2 con clóset de 4.62 m2. 
segunda recámara de 12.82 m2 con clóset 3 m2. 
tercer recámara de 14.08 m2. 
cada recámara tiene ventanas amplias. 
1 baño completo muy amplio."
241,5000,Sta Cruz Los Ángeles,2,1.0,1.0,70.0,"rento departamento con excelente ubicación a una cuadra de la 31 pte muy cerca de teléfonos de mexico del boulevard atlixco cuenta con estacionamiento para un auto cuenta con `portón eléctrico , departamento ubicado en tercer nivel cuenta con sala comedor , cocina integral , patio de servicio , 2 habitaciones un closeth vestidor y un baño completo."
